parliamentary(1),00100
beagen,10
baptist(0),10
prout,1
sugar's,10
retzloff,10
tieu,01
tier,1
ties,1
oki,10
fracture(0),10
stoics,10
recommend,001
oka,10
siren,10
lafontaine,100
delusional,0100
howling,10
baronet(0),100
azoff,10
bradstreet's,10
presser,10
ladybugs,100
piddle,10
bezaire,01
weirdest,10
coury,10
amniocentesis,000010
presswood,10
vasseur,10
nationsbank,100
encarta(1),010
database(0),100
court,1
pressed,1
forum,10
brice,1
birman,10
flaunting,10
recounts(1),01
janitorial,00100
fifteen(0),01
multitudes,100
firstier(0),10
ancel,01
resubmitting,0010
dupuy,01
hunza,10
centimes,10
nonracial,010
mollohan,100
agildo,010
isaacson,100
hiring,10
biggest,10
nebel,10
revisit,010
teenagers,100
handlin,10
mustachioed,0100
boundless,10
seamlessly,100
zelko,10
hors(1),0
savors,10
travolta,010
marginally,1000
responders,010
savory,100
thaxton,10
midnight,10
halseth,10
trieste,1
tepper,10
pantaloon,100
drabkin,10
leggings,10
neat,1
sugihara,0010
carneal,10
disorganization,000010
exercising,1000
bub,1
buc,1
bud,1
bue,1
bug,1
chen,1
locatelli,0010
bum,1
bun,1
roelle,1
bur,1
bus,1
but,1
aeromar(1),100
bowls,1
buy,1
hendy,10
rivlin,10
lally,10
discussion,010
kobes,1
impacts(1),10
divinity,0100
candice's,100
nobatoshi,0010
activity(0),0100
lallo,10
kobel,10
laurel,10
pines,1
lauren,10
maimed,1
veterinarian(1),000100
schulhof,10
clambered,10
quiles,10
clevenger,100
propagandist,0010
doorenbos,101
killer's,10
brasilia(1),010
briney,10
troester,10
direct(2),01
chauffeur's,10
briner,10
brines,1
pronouncing,010
alyeska's,010
lafayette(0),001
reflex,10
maksymuk,100
dwindling(0),100
scavengers,100
ballot,10
ballou,01
rufow,10
ballow,10
ballor,10
kamens(0),10
morgart,10
ballon,10
blakely's,10
regulators,1000
militarized,1000
wojtkowski,010
beside(1),01
eco(0),10
wason,10
stockley,10
emergencies(1),1000
vaquera,010
bisher,10
beeferman,100
cultivated(0),1000
expect,01
arachnid(0),010
loggia,100
butson,10
maginnis(1),010
rondonia,0100
realists(2),10
meditative,1000
galvanize,100
flagpole,10
weniger,100
schupbach,10
comportment,010
mayberry,100
invited(0),010
generous,100
petrauskas,100
neurologists(2),0100
interpreters,0100
azcuenaga,0010
recollections,0010
downward,10
pulpits,10
acklin,10
whiton(1),10
dumpling,10
klotz,1
schena,10
vanduyne,01
l.s,1
controladora,00010
crady,10
monumentally(2),00100
completions,010
kloth,1
simper,10
tusing,10
poindexter,100
smallpox,10
emmett,10
depressant,010
warrant,10
sansui's,010
duryee,01
c.d.s,11
martenson,100
serbs,1
duryea,010
planes,1
regent,10
whereas(0),01
robustelli,0010
aiding,10
arenson,100
costantini,0010
costantino,0010
hercules,100
five's,1
juggled,10
ginther,10
werber,10
knoll,1
regularly,1000
stahmer,10
micrografx,0010
candle,10
pagan,10
assicurazioni,0000010
cheviot,100
pagar,10
juggles,10
choplin,10
bazookas,010
dammann,10
crustaceous,010
legaspi,010
divorcee(1),010
livor,01
mersereau,100
pursued,01
immunization,00010
good-naturedly,1100
baynham,10
pursues,01
pursuer,010
tigar's(1),10
lafrenz,10
nyet(0),1
warmup,10
wactlar,10
chemins(0),10
mcknew,01
scurry,10
molds,1
camaro,010
amorette,100
get(1),1
landrigan,100
meriwether,1000
shrode,1
inspirational,00100
ogier,100
moldy,10
lubricated,1000
camara,010
jakubiak,0100
sonnet,10
forehand,10
whiskers(1),10
citibank's,100
hubley,10
noller,10
heston,10
adobe's,010
dolezal,001
juror's,10
lat-lons,11
parfums(1),01
labbe,1
swung,1
shein,1
conspirator,0100
fumbling(0),100
fragmentation,0010
dioxide,010
convulsants,010
hauth,1
erupted(0),010
athanas,010
amelinda,0010
hershey's,10
inland's,10
sullie,10
pilnak,10
overalls,100
chemists(3),10
sharing,10
stegenga,010
cheever,10
choicers,10
camp's,1
alderidge(0),100
n's,1
yarnell,10
revving,10
keizer(0),10
recruit(2),01
verine,010
sunning,10
roeber,10
verina,010
namibia,0100
defazio(0),0100
misidentified(1),00100
souzas,10
strecker,10
travesties,100
midseason,110
bosses',10
kendle,10
preemption,010
eifert,10
seyfert,10
sauvageau,100
spacebands,10
carries(0),10
sarajevan's,0010
holroyd,10
thiele,1
bawdy,10
kruck,1
seigniorage,0100
dubrovnik,010
taewoo,10
infielders,100
usurping,010
reverses(0),010
puss(1),1
baths,1
wahlberg,10
gauges(1),10
gushers,10
capsule,10
petites,01
pieters,10
exterminate,0100
transcend,01
semidry(2),001
pentiums,100
fenno,10
writers',10
mcbrearty,010
mhoon,1
dunstan,10
slife,1
degraff,10
cringed,1
faneuil,100
wade's,1
frolo,10
cringes,10
resenting(0),010
length(0),1
boettcher,10
jackass,10
gullick,10
totty,10
minutia,0100
damascus,010
entice,01
immortalize,0100
haltingly,100
bloody,10
landed(0),10
malvin,10
conservancy's,0100
bloods,1
malvie,10
o'fallon,010
hirsch,1
departmental(0),0010
carlzon,10
trifari,010
wronged,1
preserve(1),01
bonded(1),10
dangerousness,1000
quemoy(1),10
defazio(1),0100
chorus,10
heagle,10
gladhill,10
anyway,100
epithets,100
deblasio,0100
doidge,1
tit-for-tat,101
bensman,10
shaath's,1
aycock,10
orphaning,100
slush,1
mcgroarty,010
groening,100
krill,1
weeded,10
crick,1
sluss,1
lats(1),1
bede,1
garmany,010
travellers,100
amadeo,0100
distributing,0100
smather,10
malls,1
heeding,10
elucidative,01000
mally,10
amadea,0100
coasts(2),1
malle,1
kulla,10
reverses(1),010
lachapelle,100
omlor,10
mallo,10
amphora,100
untrue,01
successes(0),010
accordance,010
redeploy,001
juergen(0),10
marsal(1),01
washboard,10
diplomat's,100
bumpass,10
forewing,10
waye,1
billboards,10
innerspace,100
wasko,10
o'kane,01
dopson,10
sturgill,10
nonconformists(0),0010
nondurable,0100
horrell,10
armiger,100
richness,10
owes,1
breitling(0),100
reliford,100
assuredly,0100
ballance,10
arencibia,00100
antibacterial,000100
functioning,100
drugmakers,100
scotch,1
owed,1
occasion,010
kozloski,010
churchgoers,100
krim,1
stds(0),111
owen,10
paule,1
injected(0),010
logs,1
boils,1
paull,1
paulo,10
graden,10
pauli,10
cunning,10
paulk,1
documented(3),1000
otter's,10
loge,1
viertel's,10
zebley,10
pauls,1
constructs(0),01
logo,10
pauly,10
vanessa,010
prestige,01
pequeno,010
protector,010
colston,10
siderographers,00100
prisons,10
mucosal,010
sohl,1
vidaurri,010
vanwagner,010
axsom,10
mccullen,010
yugo,10
malcontents,001
monet's,01
kaneshiro,0010
dakin,10
misstatements(1),010
petrakis,100
caveat,100
vandunk,01
lemans,10
githens,10
berenson,100
symbolics,010
sienko,010
showbuzz,10
questioning,100
whispers(0),10
espalier,010
poughkeepsie,010
barras,10
bacus,10
matches(0),10
catastrophes,0100
eliassen,0100
cohesively,0100
organism,1000
ditches(1),10
furlow,10
blight,1
nutter,10
mccadden,010
fel,1
stoeber,10
fen,1
waldoch,10
beilman,10
skepticism,1000
baltics,10
fed,1
fee,1
protract(1),10
outshine,10
feb,1000
sassaman,100
investment's,010
climaxed,10
baltica,100
fez,1
riksbank,10
echinacea,00100
aristocrat,0100
few,1
artfully,100
dombek,10
breitling(1),10
kuchera(0),100
extinction(0),010
miniaturize,1000
murphrey,10
eating,10
juedes(0),10
patchett,10
gopinath,100
englehart,100
serowski,010
murphree,01
technocratic,0010
norte,1
detrich,10
rannow,10
detrick,10
nihei,01
aviators,1000
weaknesses(1),100
fairman,10
roofing,10
reichelderfer,1000
euromissiles,0010
smisek,10
briarcliff,10
bustle,10
sellers',10
maralina,0010
maraline,0010
mclane,01
maturity(1),0100
guests,1
animals',100
palmeri,010
mabee,10
chintzy,10
doorway,10
squad,1
antidepressants(0),00010
mabel,10
whitlock(1),10
maben,10
pitsch,1
nestorianism,010000
whitebread(0),10
furtaw,10
endorse,01
nonexistent,0010
interaction(1),0010
chautauquan,010
finsider,100
unrest,01
bereave,01
initio(0),0100
cleopatra's,0010
shellings,10
furtak,10
materiality,000100
groden,10
charterhouse,100
asap(0),1111
aggrandizement(1),0100
mitsotakis,0010
marceca,010
chadwell,10
bickham,10
foresta,10
romanello,0010
announcement(1),010
spits,1
romanelli,0010
polachek,100
ligament,100
flawless,10
chesnutt(0),01
dishonor,010
previewing,100
gentrifying,1000
mcfarlin,010
wingspan,10
chechnyans,100
affirmations,0010
ackhouse,10
chargeurs,01
benfer,10
obshchestvennom,0010
clamen,10
boger,10
butt,1
buts,1
roeller,10
epsilon,100
bogey,10
butz,1
buckholtz,10
bute,1
becca,10
manwaring,100
hooves(1),1
digby,10
bogen,10
buth,1
shinall,10
tracheal,100
initable,0100
writ,1
dillard(2),10
unix,10
waite,1
awning,10
rheumatism,1000
rudenstein(1),100
hoglund's,10
karczewski,010
gaza,10
paschen,10
reused,01
gaze,1
waitt,1
acquittal,010
tom's,1
recyclable,0100
imprudence,010
calle,1
weapons,10
calla,10
winnebago's,0010
issah,10
secured,01
cudgel,10
ducks',1
boonstra,10
issar,10
baumgard(1),10
crested,10
calls,1
martins's,100
houpt,1
korry,10
spirit(0),10
maestra,10
cravings,10
cally,10
shirleen,01
necessitated,01000
passow,10
asko,10
aska,10
maloney,010
employs(1),01
brackett,10
crackling,10
climaco,100
necessitates,0100
realtor's,10
bhosle,10
asks,1
corkran,10
eclipsing(1),010
elite(0),01
postponements(1),010
deno,10
denn,1
bolling,10
denk,1
boff,1
swinging,10
mclay,01
deng,1
tomasina,0010
blobs,1
dena,10
petstuff,10
correspond,001
parlett,10
hungarians,0100
denz,1
deny,01
islander,100
mandelbaum,100
dent,1
dens,1
whitmer(1),10
resiliency,0100
tenements,100
encyclopedist(0),00010
rundell,10
trust,1
stottlemyer,1000
maultasch,10
mrotek,10
stevedore,100
altercations,0010
mogayon,000
yeargin,10
gretzky,11
derobertis,1000
welders,10
equitable's,1000
ditties,10
peaceable,100
vremya,100
gillispie,010
peaceably,100
ruhnke,1
secretaries,1000
paternalism,01000
dissenting(0),010
mezzaluna(1),0010
dizzying,100
acetate,100
frustration,010
postrel,10
mcilwain(1),010
phantom(1),10
kennametal,1000
slowing,10
hooge,1
polack,10
serrato,010
workbench,10
bequette,01
testes(1),1
canter,10
nie(0),1
eniac,100
nineties',10
cantey,10
demore,10
sees,1
regression,010
demory,010
placating,100
putting(1),10
callous,10
homburg,10
cantel,10
mohamed,010
waldheim's(0),10
candace,10
hotlanta,010
bachtel,10
shinichi,010
hrabak(0),10
whipped(0),1
fediay,100
mohnkern,10
pharos,10
seelert,10
untroubled,010
creator,010
seabrooks,10
filleted(0),100
statewide,10
graceful,10
ladue,10
anttila,010
effective(1),100
transforming,010
snakes,1
detemple,100
paradox,100
publishers',100
traynor,10
gitano,010
interim(0),100
hawaii's,010
mentors(1),10
decommissioned,0010
siegal,10
blueblooded,100
siegan,10
gitana,010
everton,100
plauche,1
cordiant's,100
mehaffey(0),100
hobble,10
oconnell,010
kukje(2),10
crosthwaite,10
scheerer,10
limine(1),01
mis,1
andresen,010
conductivity,00100
swooshed,1
pinprick,10
cullers,10
tanqueray,100
haggett,10
favia,100
steveson,100
lian,1
debuts,10
medicare,100
bras(1),1
steffler,10
contracted,100
mellinger,100
discernible,0100
skender,10
meister,10
acclimated,1000
staunchest,10
thompson(1),10
helgerson,100
blasdel,10
fixler,10
innocent,100
zurve,1
california's,0010
ceara,10
brousseau,01
bungalow,100
members',10
arroyo,010
resuming(0),010
schalk,1
friendships(1),10
mim,1
analyzers,1000
seventy's,100
forty's,10
medfirst,11
gretna's,10
purifiers,1000
pasts(2),1
eugenia's,0100
layaway,100
ensuring(1),010
probationer,0100
snowden,10
phelps,1
borgeson,100
drayton,10
mcatee,010
pelton,10
apprise,01
cairns,1
belgique's,01
schwind,1
mclemore,010
defaced,01
curatorial,00100
willkie,10
mid,1
frontline's,10
guay,1
manhasset,010
aggressions,010
cheddars,10
ickes(1),10
delacerda,0010
occupations,0010
altitudes,100
accreted,010
mascaro,010
prompted(0),10
enroute,01
guam,1
mascari,010
samarkand,100
hewell(1),10
mascara,010
laidley,10
liljedahl,100
convinces,010
sajak,10
comprising,010
laidler,10
dropoffs,10
diminished,010
boldest,10
hashim,10
advanta's(0),010
donella,010
beleaguered,010
khazakhstan,010
apocalypse,0100
vernita,010
prognosis,010
miscalculates,0100
buyers',10
shavelson(0),100
dybas,10
overridden,1010
skyles,1
crimped,1
miscalculated,01000
beaton,10
winnett,10
sahlman,10
vedder,10
o'kelly,010
infidelities,00100
ravenel,100
hegarty,100
triage,10
mcdanel,010
pargesa,010
bunker,10
baus,1
alliston,100
stolper,10
baun,1
keteyian's,010
baud,1
documentaries(3),00100
swope,1
strack,1
blume,1
zollner,10
pac's,1
cowper(0),10
steuck,1
endusers,100
missiles,10
alabama's,0010
gratz,1
isidore,100
plymouth's,10
intertrans,100
puzio,100
staunchly,10
christiansted,100
floater,10
zeiter,10
pilotte,01
brackish,10
emphasizes(0),1000
grata,10
peeping,10
vigdor,10
grate,1
townsfolk,10
rittenberg's,100
directions(2),010
fake,1
steffensen,100
parry,10
when(2),1
incoherent,0010
stowed,1
donnelly's(1),100
saddening(1),10
swaggart,10
sjodin,10
adherent,010
hamley,10
tatarstan(0),100
railcars,10
insistently,0100
photoconductive,00010
pennsylvania's,0010
excrement,100
inchcape,10
larew,10
gubbels,10
alihan,100
actors,10
tour,1
collingsworth,010
extravagantly,01000
trembly,10
odoms,10
marzec,10
ogata,010
janacek,100
tolerable,1000
hopfinger,100
wahoo(0),01
lyness,01
bankworcester(0),1100
ludke,10
farrell,10
aquariums,0100
kkk,111
spokes,1
texasgulf,100
wainoco,010
valmeyer,100
sergeants,10
plague,1
person's,10
scoop,1
inglewood,100
recovers,010
mitterand's(1),100
kantle,10
alerted,010
prekindergarten,01000
dataproducts,1000
scoot,1
brimming,10
kuomintang(1),101
trod,1
nava,10
intermediate(1),00100
ailsa,10
integrelin(1),0100
dashboard,10
trow,1
goldeneye,100
trot,1
earrings(0),10
sullins,10
bann,1
banh,1
bank,1
bane,1
band,1
bang,1
reconstructions,0010
banc,1
shredding,10
cognizant,100
iliescu,0010
abby,10
blurs,1
vagina,010
cramton,10
abbs,1
newslink's,10
bans,1
gasperini,0010
owens's,100
raycon,10
vladislav,100
adrift,01
balliett,10
lamos,10
heightening(0),100
a's,1
yamaichi,0010
interferes(1),001
calmart's(0),10
deadbeat,10
friedel,10
bolthouse,10
frieden,10
outdoors,11
marini,010
alodie,010
marine,01
maring,10
marina,010
zoologists(1),0100
iannuzzi(1),0010
walkman(1),10
vidmar,10
gorge,1
procedures(0),010
trillo,10
lootens,10
loppers,10
brita,10
nosebleed,10
brumfield,10
frieder,10
latimer,100
rehearsed,01
gooseberries,100
gary(0),10
proofing,10
meckel,10
ammeen,01
hempen,10
tieing,10
rediger,100
rehearses,010
dryclean,10
wetland,10
hempel,10
anthills,10
willow,10
merisel,100
inventions,010
neater,10
rockmore,10
chaplin's,10
sorkow,10
saratoga,0010
keniston,100
n.'s,1
treaty's,10
amway,10
chiasson,010
minard,01
resemblances,0100
strohman,10
meeks,1
inpatients,000
peerage,10
kopischke,010
liby,10
schlack,1
gerster,10
melvin,10
mesta,10
insights,10
dicaprio,0100
roszak,10
friend's,1
monopolizing,01000
shrewsbury,100
ferrand,10
ainge(1),1
allendorf,100
disproportionately,001000
concession,010
ferrant,10
boulton,10
lobstermen,100
hustler(0),100
upswings,10
mattresses(0),100
sulphur,10
manilla,010
pipeline,10
schoenberger,100
comings,10
unalterably,01000
finkielstain(1),010
mecum,10
nippondenso,0010
delane,10
great,1
mladic's,100
heiges,10
discounts(1),10
louisiana's,00010
grates,1
grater,10
goffin,10
courtemanche(1),01
refinancings(0),0010
reformists(0),010
dasaro,010
citibank,100
pentagons,100
grated,10
cafaro,010
resuscitating,01000
coil,1
coin,1
coia,10
diekmann,10
copyrightable,10000
chemclear,10
leisurely,100
starckmann,10
maraschino,0010
brouse,1
bowron(0),10
spake,1
coit,1
wixted,10
degrace(0),010
kunz,1
presages,100
bancorp's(0),10
mullens,10
subconscious,010
iseman,10
kuns,1
chirico,010
authentic(3),010
petrovic,010
menem's,10
clockwise,10
stayton,10
kung,1
databases(0),1000
kuna,10
brehmer,10
tramell,01
wilander,100
discharges(1),100
vultaggio,0100
intentions,010
suu(1),1
bara,10
hogging,10
sophisticated(0),01000
bubka,10
earning,10
inclusive,010
constellation's,0010
outlooks,10
quel,1
clinching,10
vanriper,010
artist(1),10
o'malley,010
crystallizes,1000
hank's,1
nodine,010
caul(1),1
roosters,10
totality,0100
crystallized,100
raska,10
landeros,100
elders',10
watermelons,1000
looman,10
grudenstein(0),100
compendium,0100
psychotherapeutic,000010
buil,10
refitting,010
while(0),1
blain,1
baack,1
blais,1
blair,1
toastmaster,100
redeeming,010
proust(1),1
bowlds,1
asbestec,010
buis,1
delarosa,0010
moroney,010
fieber,10
burkina's,010
bowden(1),10
accusations(0),0010
koller,10
adderley,010
vegas,10
newport's,10
eban(1),10
emphatic,010
disconnected,0010
cavallaro,0010
seniority,0100
vegan,10
englanders,100
theresa(0),010
darmstadt,10
yerby,10
upsurge,10
lappin,01
glassberg,10
exclaim,01
wooters,10
lessee,01
dorff,1
olmo,10
bibs,1
bensch,1
wetzler,10
westech,10
benzinger,100
periodontal(0),00010
mendosa,010
vanschaick,01
expletives,100
bard,1
presumes(0),01
bisbing,10
ayako,010
dant,1
bergen,10
peripherally(1),0100
lieson,10
creatologist,00100
midyette,01
dana,10
berget,10
berges,10
berger,10
citro,10
stopwatch,10
dank,1
